Unnamed: 0,student_id,student serial,course_id,Course Name,course_name
0,0,16260,0,Computing Algorithms,Computing Algorithms
1,0,16260,1,DATA SECURITY,DATA SECURITY
2,0,16260,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
3,0,16260,3,NEURAL NETWORKS,NEURAL NETWORKS
4,1,24640,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
5,1,24640,3,NEURAL NETWORKS,NEURAL NETWORKS
8,1,24640,0,Computing Algorithms,Computing Algorithms
9,1,24640,1,DATA SECURITY,DATA SECURITY
10,1,24640,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
11,2,20722,5,Modelling & Simulation,Modelling & Simulation
14,2,20722,1,DATA SECURITY,DATA SECURITY
15,2,20722,3,NEURAL NETWORKS,NEURAL NETWORKS
16,2,20722,0,Computing Algorithms,Computing Algorithms
17,2,20722,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
18,3,3908,1,DATA SECURITY,DATA SECURITY
19,3,3908,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
20,3,3908,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
21,4,20929,3,NEURAL NETWORKS,NEURAL NETWORKS
22,5,32532,1,DATA SECURITY,DATA SECURITY
23,5,32532,5,Modelling & Simulation,Modelling & Simulation
26,5,32532,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
29,5,32532,3,NEURAL NETWORKS,NEURAL NETWORKS
32,6,7203,1,DATA SECURITY,DATA SECURITY
35,6,7203,5,Modelling & Simulation,Modelling & Simulation
36,6,7203,3,NEURAL NETWORKS,NEURAL NETWORKS
37,6,7203,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
40,7,29037,1,DATA SECURITY,DATA SECURITY
43,7,29037,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
46,7,29037,8,ASSEMBLY language,ASSEMBLY language
49,8,31676,1,DATA SECURITY,DATA SECURITY
50,8,31676,5,Modelling & Simulation,Modelling & Simulation
51,8,31676,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
54,9,16695,8,ASSEMBLY language,ASSEMBLY language
55,9,16695,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
56,9,16695,1,DATA SECURITY,DATA SECURITY
57,10,12429,1,DATA SECURITY,DATA SECURITY
58,10,12429,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
59,10,12429,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
60,10,12429,8,ASSEMBLY language,ASSEMBLY language
61,11,10548,0,Computing Algorithms,Computing Algorithms
62,11,10548,3,NEURAL NETWORKS,NEURAL NETWORKS
63,11,10548,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
64,11,10548,1,DATA SECURITY,DATA SECURITY
65,11,10548,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
66,12,25924,3,NEURAL NETWORKS,NEURAL NETWORKS
67,12,25924,0,Computing Algorithms,Computing Algorithms
68,12,25924,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
70,13,215,0,Computing Algorithms,Computing Algorithms
71,13,215,3,NEURAL NETWORKS,NEURAL NETWORKS
72,13,215,1,DATA SECURITY,DATA SECURITY
73,13,215,8,ASSEMBLY language,ASSEMBLY language
76,13,215,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
77,13,215,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
78,14,27891,1,DATA SECURITY,DATA SECURITY
79,14,27891,0,Computing Algorithms,Computing Algorithms
80,14,27891,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
81,14,27891,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
82,14,27891,8,ASSEMBLY language,ASSEMBLY language
83,15,30713,3,NEURAL NETWORKS,NEURAL NETWORKS
86,15,30713,5,Modelling & Simulation,Modelling & Simulation
92,15,30713,1,DATA SECURITY,DATA SECURITY
95,16,10459,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
98,16,10459,5,Modelling & Simulation,Modelling & Simulation
99,16,10459,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
102,16,10459,1,DATA SECURITY,DATA SECURITY
106,17,21317,0,Computing Algorithms,Computing Algorithms
107,17,21317,1,DATA SECURITY,DATA SECURITY
108,17,21317,3,NEURAL NETWORKS,NEURAL NETWORKS
109,17,21317,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
110,17,21317,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
111,18,11186,1,DATA SECURITY,DATA SECURITY
112,18,11186,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
113,19,30457,3,NEURAL NETWORKS,NEURAL NETWORKS
114,19,30457,0,Computing Algorithms,Computing Algorithms
115,19,30457,1,DATA SECURITY,DATA SECURITY
116,20,6002,1,DATA SECURITY,DATA SECURITY
117,20,6002,3,NEURAL NETWORKS,NEURAL NETWORKS
118,20,6002,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
119,20,6002,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
120,21,10122,3,NEURAL NETWORKS,NEURAL NETWORKS
121,21,10122,0,Computing Algorithms,Computing Algorithms
122,21,10122,1,DATA SECURITY,DATA SECURITY
123,21,10122,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
124,21,10122,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
125,22,15351,0,Computing Algorithms,Computing Algorithms
126,22,15351,1,DATA SECURITY,DATA SECURITY
127,22,15351,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
128,22,15351,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
129,23,809,1,DATA SECURITY,DATA SECURITY
132,23,809,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
135,23,809,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
136,23,809,3,NEURAL NETWORKS,NEURAL NETWORKS
139,23,809,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
140,24,21244,3,NEURAL NETWORKS,NEURAL NETWORKS
141,24,21244,1,DATA SECURITY,DATA SECURITY
142,24,21244,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
145,24,21244,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
146,25,6026,5,Modelling & Simulation,Modelling & Simulation
147,25,6026,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
148,25,6026,3,NEURAL NETWORKS,NEURAL NETWORKS
149,25,6026,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
152,25,6026,1,DATA SECURITY,DATA SECURITY
155,26,10436,1,DATA SECURITY,DATA SECURITY
156,26,10436,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
157,26,10436,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
158,26,10436,3,NEURAL NETWORKS,NEURAL NETWORKS
159,27,8478,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
160,27,8478,3,NEURAL NETWORKS,NEURAL NETWORKS
161,27,8478,1,DATA SECURITY,DATA SECURITY
164,28,21615,0,Computing Algorithms,Computing Algorithms
165,28,21615,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
166,28,21615,1,DATA SECURITY,DATA SECURITY
167,29,5395,0,Computing Algorithms,Computing Algorithms
168,29,5395,8,ASSEMBLY language,ASSEMBLY language
169,29,5395,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
170,29,5395,1,DATA SECURITY,DATA SECURITY
171,30,28565,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
172,30,28565,5,Modelling & Simulation,Modelling & Simulation
175,30,28565,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
178,30,28565,1,DATA SECURITY,DATA SECURITY
179,30,28565,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
180,31,7329,0,Computing Algorithms,Computing Algorithms
181,31,7329,3,NEURAL NETWORKS,NEURAL NETWORKS
182,31,7329,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
183,32,13956,3,NEURAL NETWORKS,NEURAL NETWORKS
184,32,13956,5,Modelling & Simulation,Modelling & Simulation
187,32,13956,1,DATA SECURITY,DATA SECURITY
188,32,13956,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
189,33,7061,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
190,33,7061,3,NEURAL NETWORKS,NEURAL NETWORKS
191,33,7061,1,DATA SECURITY,DATA SECURITY
192,34,16048,0,Computing Algorithms,Computing Algorithms
193,34,16048,3,NEURAL NETWORKS,NEURAL NETWORKS
194,34,16048,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
195,35,604,0,Computing Algorithms,Computing Algorithms
196,35,604,1,DATA SECURITY,DATA SECURITY
197,35,604,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
198,36,15235,0,Computing Algorithms,Computing Algorithms
199,36,15235,8,ASSEMBLY language,ASSEMBLY language
202,36,15235,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
203,36,15235,1,DATA SECURITY,DATA SECURITY
204,37,29308,0,Computing Algorithms,Computing Algorithms
205,37,29308,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
206,37,29308,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
207,38,6282,0,Computing Algorithms,Computing Algorithms
208,38,6282,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
209,38,6282,3,NEURAL NETWORKS,NEURAL NETWORKS
212,39,13655,0,Computing Algorithms,Computing Algorithms
213,39,13655,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
214,39,13655,1,DATA SECURITY,DATA SECURITY
215,40,4761,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
216,40,4761,5,Modelling & Simulation,Modelling & Simulation
219,40,4761,1,DATA SECURITY,DATA SECURITY
220,40,4761,3,NEURAL NETWORKS,NEURAL NETWORKS
223,40,4761,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
229,40,4761,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
230,41,25986,0,Computing Algorithms,Computing Algorithms
231,41,25986,3,NEURAL NETWORKS,NEURAL NETWORKS
232,41,25986,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
233,42,12833,0,Computing Algorithms,Computing Algorithms
234,42,12833,1,DATA SECURITY,DATA SECURITY
235,42,12833,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
238,43,24537,0,Computing Algorithms,Computing Algorithms
239,43,24537,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
240,43,24537,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
241,44,26290,0,Computing Algorithms,Computing Algorithms
242,44,26290,1,DATA SECURITY,DATA SECURITY
243,44,26290,3,NEURAL NETWORKS,NEURAL NETWORKS
244,44,26290,8,ASSEMBLY language,ASSEMBLY language
245,44,26290,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
246,45,16636,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
247,45,16636,3,NEURAL NETWORKS,NEURAL NETWORKS
248,45,16636,1,DATA SECURITY,DATA SECURITY
249,46,25065,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
252,46,25065,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
255,46,25065,1,DATA SECURITY,DATA SECURITY
256,47,13464,3,NEURAL NETWORKS,NEURAL NETWORKS
257,47,13464,8,ASSEMBLY language,ASSEMBLY language
258,47,13464,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
259,48,31283,0,Computing Algorithms,Computing Algorithms
260,48,31283,8,ASSEMBLY language,ASSEMBLY language
261,48,31283,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
262,48,31283,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
263,49,13085,0,Computing Algorithms,Computing Algorithms
264,49,13085,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
265,49,13085,1,DATA SECURITY,DATA SECURITY
266,50,10234,0,Computing Algorithms,Computing Algorithms
269,50,10234,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
270,50,10234,3,NEURAL NETWORKS,NEURAL NETWORKS
273,50,10234,1,DATA SECURITY,DATA SECURITY
274,51,7982,3,NEURAL NETWORKS,NEURAL NETWORKS
275,51,7982,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
276,51,7982,1,DATA SECURITY,DATA SECURITY
277,51,7982,8,ASSEMBLY language,ASSEMBLY language
278,52,849,5,Modelling & Simulation,Modelling & Simulation
284,52,849,1,DATA SECURITY,DATA SECURITY
287,52,849,3,NEURAL NETWORKS,NEURAL NETWORKS
288,53,24405,0,Computing Algorithms,Computing Algorithms
289,53,24405,8,ASSEMBLY language,ASSEMBLY language
290,53,24405,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
291,53,24405,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
292,54,27657,0,Computing Algorithms,Computing Algorithms
293,54,27657,3,NEURAL NETWORKS,NEURAL NETWORKS
294,54,27657,1,DATA SECURITY,DATA SECURITY
295,54,27657,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
296,55,24756,0,Computing Algorithms,Computing Algorithms
297,55,24756,3,NEURAL NETWORKS,NEURAL NETWORKS
298,55,24756,1,DATA SECURITY,DATA SECURITY
299,55,24756,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
300,56,28771,0,Computing Algorithms,Computing Algorithms
301,56,28771,3,NEURAL NETWORKS,NEURAL NETWORKS
302,56,28771,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
303,56,28771,1,DATA SECURITY,DATA SECURITY
304,57,30735,0,Computing Algorithms,Computing Algorithms
305,57,30735,8,ASSEMBLY language,ASSEMBLY language
306,57,30735,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
307,57,30735,1,DATA SECURITY,DATA SECURITY
308,58,31298,1,DATA SECURITY,DATA SECURITY
311,58,31298,3,NEURAL NETWORKS,NEURAL NETWORKS
312,58,31298,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
313,59,8347,0,Computing Algorithms,Computing Algorithms
314,59,8347,3,NEURAL NETWORKS,NEURAL NETWORKS
315,59,8347,1,DATA SECURITY,DATA SECURITY
316,59,8347,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
317,60,16620,0,Computing Algorithms,Computing Algorithms
318,60,16620,3,NEURAL NETWORKS,NEURAL NETWORKS
319,60,16620,1,DATA SECURITY,DATA SECURITY
320,60,16620,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
321,61,4799,0,Computing Algorithms,Computing Algorithms
322,61,4799,3,NEURAL NETWORKS,NEURAL NETWORKS
323,61,4799,1,DATA SECURITY,DATA SECURITY
324,61,4799,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
325,62,28312,0,Computing Algorithms,Computing Algorithms
326,62,28312,3,NEURAL NETWORKS,NEURAL NETWORKS
327,62,28312,8,ASSEMBLY language,ASSEMBLY language
330,62,28312,1,DATA SECURITY,DATA SECURITY
331,62,28312,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
332,63,25482,0,Computing Algorithms,Computing Algorithms
333,63,25482,3,NEURAL NETWORKS,NEURAL NETWORKS
334,63,25482,1,DATA SECURITY,DATA SECURITY
335,63,25482,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
336,63,25482,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
339,63,25482,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
342,64,16027,0,Computing Algorithms,Computing Algorithms
343,64,16027,3,NEURAL NETWORKS,NEURAL NETWORKS
344,64,16027,1,DATA SECURITY,DATA SECURITY
345,64,16027,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
346,65,31841,0,Computing Algorithms,Computing Algorithms
347,65,31841,3,NEURAL NETWORKS,NEURAL NETWORKS
348,65,31841,1,DATA SECURITY,DATA SECURITY
349,65,31841,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
350,66,27556,3,NEURAL NETWORKS,NEURAL NETWORKS
351,66,27556,0,Computing Algorithms,Computing Algorithms
352,66,27556,1,DATA SECURITY,DATA SECURITY
353,66,27556,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
354,67,25066,0,Computing Algorithms,Computing Algorithms
355,67,25066,3,NEURAL NETWORKS,NEURAL NETWORKS
356,67,25066,1,DATA SECURITY,DATA SECURITY
357,68,5607,0,Computing Algorithms,Computing Algorithms
358,68,5607,3,NEURAL NETWORKS,NEURAL NETWORKS
359,68,5607,1,DATA SECURITY,DATA SECURITY
360,68,5607,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
361,69,29969,0,Computing Algorithms,Computing Algorithms
362,69,29969,3,NEURAL NETWORKS,NEURAL NETWORKS
363,69,29969,1,DATA SECURITY,DATA SECURITY
364,69,29969,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
365,70,18548,0,Computing Algorithms,Computing Algorithms
366,70,18548,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
367,70,18548,1,DATA SECURITY,DATA SECURITY
368,70,18548,3,NEURAL NETWORKS,NEURAL NETWORKS
369,70,18548,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
370,71,4185,0,Computing Algorithms,Computing Algorithms
371,71,4185,3,NEURAL NETWORKS,NEURAL NETWORKS
372,71,4185,1,DATA SECURITY,DATA SECURITY
373,71,4185,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
374,72,31954,3,NEURAL NETWORKS,NEURAL NETWORKS
375,72,31954,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
376,72,31954,1,DATA SECURITY,DATA SECURITY
377,72,31954,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
378,73,3437,0,Computing Algorithms,Computing Algorithms
379,73,3437,3,NEURAL NETWORKS,NEURAL NETWORKS
380,73,3437,1,DATA SECURITY,DATA SECURITY
381,73,3437,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
382,74,15967,3,NEURAL NETWORKS,NEURAL NETWORKS
383,74,15967,0,Computing Algorithms,Computing Algorithms
384,74,15967,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
385,74,15967,1,DATA SECURITY,DATA SECURITY
386,74,15967,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
387,75,16190,0,Computing Algorithms,Computing Algorithms
388,75,16190,3,NEURAL NETWORKS,NEURAL NETWORKS
389,75,16190,1,DATA SECURITY,DATA SECURITY
390,75,16190,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
391,76,25253,0,Computing Algorithms,Computing Algorithms
392,76,25253,3,NEURAL NETWORKS,NEURAL NETWORKS
393,76,25253,1,DATA SECURITY,DATA SECURITY
394,76,25253,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
395,77,2986,3,NEURAL NETWORKS,NEURAL NETWORKS
396,77,2986,8,ASSEMBLY language,ASSEMBLY language
399,77,2986,0,Computing Algorithms,Computing Algorithms
400,77,2986,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
401,77,2986,1,DATA SECURITY,DATA SECURITY
402,78,1455,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
403,78,1455,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
404,79,12565,3,NEURAL NETWORKS,NEURAL NETWORKS
405,79,12565,0,Computing Algorithms,Computing Algorithms
406,79,12565,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
407,79,12565,1,DATA SECURITY,DATA SECURITY
408,79,12565,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
409,80,12596,3,NEURAL NETWORKS,NEURAL NETWORKS
412,80,12596,1,DATA SECURITY,DATA SECURITY
416,80,12596,0,Computing Algorithms,Computing Algorithms
417,80,12596,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
420,80,12596,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
421,81,30739,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
422,81,30739,1,DATA SECURITY,DATA SECURITY
423,81,30739,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
424,82,6813,5,Modelling & Simulation,Modelling & Simulation
425,82,6813,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
426,82,6813,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
427,82,6813,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
428,83,28997,3,NEURAL NETWORKS,NEURAL NETWORKS
429,83,28997,5,Modelling & Simulation,Modelling & Simulation
432,83,28997,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
435,83,28997,1,DATA SECURITY,DATA SECURITY
438,84,19041,0,Computing Algorithms,Computing Algorithms
439,84,19041,3,NEURAL NETWORKS,NEURAL NETWORKS
440,84,19041,8,ASSEMBLY language,ASSEMBLY language
441,84,19041,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
442,85,12359,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
443,85,12359,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
444,85,12359,5,Modelling & Simulation,Modelling & Simulation
445,85,12359,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
446,85,12359,1,DATA SECURITY,DATA SECURITY
447,86,29290,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
448,86,29290,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
451,86,29290,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
452,86,29290,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
455,87,29431,3,NEURAL NETWORKS,NEURAL NETWORKS
456,87,29431,1,DATA SECURITY,DATA SECURITY
457,87,29431,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
458,87,29431,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
459,88,19786,1,DATA SECURITY,DATA SECURITY
462,88,19786,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
463,88,19786,3,NEURAL NETWORKS,NEURAL NETWORKS
466,88,19786,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
467,88,19786,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
471,89,11190,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
474,89,11190,1,DATA SECURITY,DATA SECURITY
477,89,11190,5,Modelling & Simulation,Modelling & Simulation
478,89,11190,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
481,89,11190,7,INTELLIGENT ROBOTICS,INTELLIGENT ROBOTICS
482,89,11190,11,Cloud Computing,Cloud Computing
485,90,14747,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
486,90,14747,3,NEURAL NETWORKS,NEURAL NETWORKS
487,90,14747,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
488,90,14747,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
489,91,24073,1,DATA SECURITY,DATA SECURITY
490,91,24073,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
491,91,24073,8,ASSEMBLY language,ASSEMBLY language
492,91,24073,0,Computing Algorithms,Computing Algorithms
493,92,31943,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
494,92,31943,8,ASSEMBLY language,ASSEMBLY language
495,92,31943,0,Computing Algorithms,Computing Algorithms
496,92,31943,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
497,93,8463,3,NEURAL NETWORKS,NEURAL NETWORKS
500,93,8463,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
501,93,8463,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
502,93,8463,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
503,93,8463,5,Modelling & Simulation,Modelling & Simulation
504,94,16778,0,Computing Algorithms,Computing Algorithms
505,94,16778,1,DATA SECURITY,DATA SECURITY
506,94,16778,9,DISTRIBUTED & PARALLEL SYSTEMS,DISTRIBUTED & PARALLEL SYSTEMS
507,94,16778,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
508,94,16778,3,NEURAL NETWORKS,NEURAL NETWORKS
509,95,17565,3,NEURAL NETWORKS,NEURAL NETWORKS
512,95,17565,1,DATA SECURITY,DATA SECURITY
513,95,17565,8,ASSEMBLY language,ASSEMBLY language
514,95,17565,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
515,96,7737,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
518,96,7737,2,INTRO.TO SOFTWARE ENG,INTRO.TO SOFTWARE ENG
521,96,7737,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
522,96,7737,4,Image Processing and Pattern Recognition,Image Processing and Pattern Recognition
523,97,19761,3,NEURAL NETWORKS,NEURAL NETWORKS
526,97,19761,1,DATA SECURITY,DATA SECURITY
529,97,19761,0,Computing Algorithms,Computing Algorithms
532,97,19761,6,MICROCOMPUTER BASED DESIGN,MICROCOMPUTER BASED DESIGN
533,97,19761,10,COMPUTER DESIGN & PERFORMANCE EVAL.,COMPUTER DESIGN & PERFORMANCE EVAL.
534,98,32132,0,Computing Algorithms,Computing Algorithms
535,98,32132,1,DATA SECURITY,DATA SECURITY
536,98,32132,3,NEURAL NETWORKS,NEURAL NETWORKS
